Email No.,the,to,for,a,you,hou,is,this,i,your,we,are,com,please,price,attached,th,forward,u,click,unsubscribe,pro,therefore,cc,prize,hi,deadline,ur,Spam
Email 4549,3,4,2,29,1,0,0,0,11,0,2,0,0,1,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0
Email 4550,0,3,2,17,0,0,1,0,10,0,1,0,3,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,0
Email 4551,1,1,0,17,0,0,2,0,15,0,0,0,1,0,0,0,2,0,9,0,0,0,0,0,0,2,0,1,1
Email 4552,0,2,1,36,1,2,4,0,22,0,0,0,2,0,0,0,1,0,9,0,0,1,0,0,0,0,0,2,1
Email 4553,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4554,9,9,3,51,8,1,6,3,47,1,1,3,1,0,1,0,14,0,31,0,0,1,0,0,0,3,0,7,1
Email 4555,13,14,1,105,2,4,4,1,56,0,5,0,0,0,0,0,20,0,47,0,0,0,0,4,0,2,0,2,0
Email 4556,3,3,0,12,0,0,0,0,11,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
Email 4557,10,5,5,49,2,2,9,0,35,0,0,3,7,2,0,0,22,0,19,0,0,0,0,7,0,0,0,5,0
Email 4558,15,18,6,210,28,3,16,10,157,20,6,2,6,4,0,1,38,0,92,0,0,13,1,3,4,13,0,31,1
Email 4559,18,14,5,93,1,2,3,1,58,0,9,2,0,1,0,0,26,0,30,0,0,0,0,1,0,1,0,2,0
Email 4560,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4561,7,3,0,46,1,2,0,0,18,0,3,3,0,2,0,2,9,0,17,0,0,0,0,1,0,2,0,1,0
Email 4562,9,21,8,417,0,0,37,1,330,0,11,6,10,0,0,0,27,0,160,0,0,7,0,2,0,13,0,15,1
Email 4563,2,0,3,33,1,1,4,1,21,0,1,0,0,0,3,0,6,0,4,0,0,0,0,0,0,2,0,1,0
Email 4564,12,8,1,47,2,0,5,0,27,0,0,1,0,0,0,0,15,0,20,0,0,0,0,1,0,1,0,3,0
Email 4565,0,3,2,15,0,0,1,0,10,0,1,0,3,0,0,0,4,0,12,0,0,0,0,1,0,0,0,0,0
Email 4566,0,1,0,17,0,0,0,0,9,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
Email 4567,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4568,4,2,0,22,2,0,3,0,24,0,2,1,2,0,0,0,6,0,11,0,0,1,0,0,0,0,0,0,1
Email 4569,0,3,2,16,0,0,1,0,10,0,1,0,3,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,0
Email 4570,11,21,10,186,3,0,7,1,187,0,1,3,0,0,6,0,21,0,61,0,1,6,0,4,0,5,0,6,1
Email 4571,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4572,5,4,1,26,1,0,6,1,16,0,2,0,1,0,0,0,10,0,12,0,0,0,0,0,0,2,0,3,0
Email 4573,2,2,2,16,1,0,2,0,10,0,1,1,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0
Email 4574,1,0,2,11,0,1,0,0,2,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0
Email 4575,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4576,1,0,1,22,0,1,1,1,13,0,2,0,0,0,0,0,4,0,14,0,0,2,0,0,0,1,0,2,1
Email 4577,3,7,1,19,7,0,2,1,25,1,0,1,0,0,0,0,4,0,12,0,0,0,0,0,0,1,0,3,1
Email 4578,3,3,2,46,1,1,5,2,25,0,0,1,3,1,0,0,8,1,13,0,0,0,0,1,0,2,0,2,0
Email 4579,8,11,11,92,2,11,6,2,70,0,0,2,1,2,7,0,17,2,42,0,0,0,0,4,0,16,0,1,0
Email 4580,2,0,1,25,1,2,2,0,13,0,3,1,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,1,0
Email 4581,1,0,3,11,1,1,3,1,11,0,1,0,0,0,2,0,2,0,5,0,0,0,0,0,0,2,0,0,0
Email 4582,4,3,1,22,1,0,4,2,13,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,3,0,1,0
Email 4583,17,5,4,91,2,1,10,2,53,0,3,3,7,1,0,1,34,1,20,0,0,0,0,1,0,4,0,2,0
Email 4584,3,7,3,30,5,0,1,0,24,4,4,1,1,0,0,0,6,0,15,0,0,0,0,0,0,2,0,4,1
Email 4585,11,6,7,62,3,4,9,4,26,1,3,5,1,3,1,0,21,0,19,0,0,1,0,2,0,4,0,3,0
Email 4586,9,4,5,40,3,0,7,2,21,1,3,3,1,2,1,0,17,0,14,0,0,1,0,1,0,2,0,3,0
Email 4587,0,3,2,15,0,0,1,0,10,0,1,0,3,0,0,0,2,0,14,0,0,0,0,1,0,0,0,0,0
Email 4588,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4589,1,2,2,29,4,1,1,1,14,1,2,1,1,0,0,0,3,0,9,0,0,2,0,0,0,2,0,2,1
Email 4590,2,7,2,29,3,0,3,0,31,1,4,1,0,2,0,0,5,0,27,0,0,0,0,4,0,1,0,4,0
Email 4591,0,5,1,14,0,0,0,0,2,0,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0
Email 4592,5,3,1,32,4,0,2,2,27,1,2,2,2,1,1,0,9,0,12,0,0,1,0,2,0,2,0,2,0
Email 4593,6,2,5,49,2,4,5,1,31,0,1,2,0,0,5,0,8,1,17,0,0,0,0,1,0,3,0,1,0
Email 4594,4,12,3,49,2,1,7,4,29,0,0,1,0,1,0,0,12,0,17,0,0,1,0,1,0,5,0,1,0
Email 4595,6,3,1,18,0,0,1,0,13,0,3,0,0,1,1,0,7,0,10,0,0,1,0,0,0,1,0,0,0
Email 4596,4,2,0,27,2,0,5,0,29,0,1,0,2,0,0,0,5,0,14,0,2,1,0,0,0,1,0,2,0
Email 4597,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Email 4598,8,8,4,65,6,3,12,1,64,1,2,1,1,0,1,0,15,0,27,0,0,2,0,0,0,4,0,7,1
Email 4599,2,5,2,105,2,1,10,5,83,0,3,2,6,0,0,0,8,0,40,0,0,2,0,0,0,9,0,2,0
Email 4600,10,14,13,124,9,4,15,8,120,6,2,1,16,3,2,0,26,0,60,1,1,2,0,0,0,10,0,12,1
Email 4601,3,2,1,23,3,0,5,1,20,0,2,0,0,0,0,0,8,0,7,0,0,0,0,0,0,2,0,0,0
Email 4602,78,69,38,543,7,4,60,17,515,2,18,17,34,2,9,0,138,9,162,0,0,27,0,7,0,40,0,29,1
Email 4603,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4604,0,3,2,14,0,0,1,0,10,0,1,0,3,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0
Email 4605,3,16,19,126,8,3,8,2,66,2,9,2,13,3,3,1,14,0,42,0,0,0,0,3,0,10,0,8,0
Email 4606,1,2,1,12,0,0,2,0,14,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,1
Email 4607,2,20,27,141,12,2,6,1,84,2,3,2,15,2,6,1,14,1,49,0,0,0,0,3,0,10,0,8,0
Email 4608,1,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Email 4609,3,1,2,17,1,0,1,0,15,0,1,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,0
Email 4610,7,15,3,81,2,2,12,6,51,0,1,4,0,1,0,0,18,0,25,0,0,1,0,3,0,11,0,1,0
Email 4611,0,2,1,32,0,1,7,0,30,0,0,0,2,0,0,0,1,0,8,0,0,1,0,0,0,0,0,1,1
Email 4612,17,43,13,222,9,3,17,6,242,4,7,1,21,3,2,0,41,0,101,1,1,16,0,0,0,12,0,15,1
Email 4613,5,14,3,71,2,2,9,5,43,0,1,3,0,1,0,0,14,0,23,0,0,1,0,3,0,8,0,1,0
Email 4614,3,3,2,9,0,0,0,0,13,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
Email 4615,7,12,3,57,8,0,5,0,52,3,2,1,0,0,0,0,13,0,30,0,0,0,0,1,0,4,0,8,1
Email 4616,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4617,3,0,2,21,1,1,2,0,10,0,1,0,1,1,0,3,4,0,15,0,0,0,0,1,0,0,0,2,0
Email 4618,7,4,1,24,3,3,4,1,35,1,0,0,0,1,0,1,10,0,11,0,0,0,0,0,0,1,0,2,0
Email 4619,1,1,2,9,0,0,0,0,6,0,2,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0
Email 4620,3,1,2,22,0,0,3,0,22,0,0,2,0,0,1,0,4,0,7,1,0,0,0,0,0,0,0,0,1
Email 4621,0,1,0,14,0,1,1,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Email 4622,3,4,2,39,4,0,3,2,21,0,0,1,0,0,0,0,9,0,13,0,0,0,0,0,0,2,0,1,0
Email 4623,0,1,1,9,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Email 4624,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4625,9,2,12,67,1,0,15,0,72,0,0,2,2,3,0,4,12,2,15,0,0,7,0,0,0,0,0,1,0
Email 4626,5,2,2,22,0,0,1,0,8,0,2,0,0,1,0,1,6,0,4,0,0,0,0,0,0,0,0,1,0
Email 4627,3,3,4,22,0,1,2,2,20,0,2,1,0,0,1,0,9,0,9,0,0,1,0,0,0,4,0,0,0
Email 4628,3,1,6,34,1,0,3,2,28,0,4,0,4,0,0,0,6,0,12,1,0,0,0,0,0,2,0,2,0
Email 4629,2,4,3,16,5,1,0,0,16,2,0,1,0,0,0,0,6,0,13,0,0,0,0,0,0,1,0,2,1
Email 4630,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4631,9,7,5,47,1,6,5,0,37,0,7,2,0,0,0,0,12,1,27,0,0,3,0,1,0,1,0,0,0
Email 4632,3,6,5,102,2,9,12,0,63,0,6,1,3,4,2,0,14,2,30,0,0,0,0,3,0,0,0,3,0
Email 4633,4,1,0,18,0,0,1,0,10,0,2,1,0,1,0,0,8,0,7,0,0,0,0,0,0,1,0,0,0
Email 4634,2,2,0,11,0,0,1,1,9,0,5,1,0,0,0,0,3,0,10,0,0,0,0,0,0,1,0,1,0
Email 4635,3,12,6,53,3,5,2,0,36,2,1,0,13,1,0,0,14,2,38,0,0,0,0,3,0,0,0,8,0
Email 4636,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4637,0,1,0,22,0,2,2,1,23,0,1,0,0,0,0,0,6,0,13,0,0,2,0,0,0,5,0,2,1
Email 4638,1,1,0,4,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Email 4639,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 4640,1,1,1,10,0,1,1,0,11,0,0,1,0,1,0,0,3,0,5,0,0,0,0,1,0,1,0,0,0
Email 4641,14,15,9,104,0,0,11,4,132,0,7,1,8,1,2,0,30,1,43,0,0,5,0,1,0,8,0,3,0
Email 4642,14,11,4,72,8,3,2,0,60,1,6,1,0,0,0,0,22,0,52,0,0,2,0,1,0,3,0,6,0
Email 4643,11,19,10,188,3,0,7,1,190,0,1,4,0,0,6,0,21,0,61,0,1,6,0,4,0,5,0,6,1
Email 4644,3,1,2,27,0,0,0,0,4,0,0,1,0,1,0,0,4,1,4,0,0,0,0,1,0,0,0,0,0
Email 4645,2,6,1,34,0,0,3,1,31,0,4,0,0,0,0,0,6,0,9,0,0,0,0,1,0,1,0,1,0
Email 4646,7,6,1,27,0,0,1,0,23,0,3,0,0,1,0,0,8,0,8,0,0,0,0,1,0,0,0,0,0
Email 4647,12,26,10,125,13,1,16,8,108,9,1,1,17,2,2,0,27,0,56,1,1,2,0,0,0,10,0,12,1
Email 4648,22,10,6,178,5,1,4,0,119,3,1,1,1,2,0,1,32,0,29,0,0,4,0,2,0,6,0,4,0
Email 4649,0,4,2,14,0,0,1,0,5,0,1,0,2,0,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0
Email 4650,31,7,4,74,3,1,8,1,50,0,6,1,0,0,0,0,39,0,38,0,0,1,0,0,0,3,0,1,0
Email 4651,13,2,2,58,2,0,9,0,55,0,0,2,5,1,0,2,20,0,12,0,0,3,0,0,0,1,0,4,0
Email 4652,62,52,11,333,7,2,29,6,388,0,6,8,29,2,2,0,91,0,119,0,0,21,1,1,0,16,0,14,1
Email 4653,1,1,1,28,7,2,0,0,13,1,2,0,2,0,0,0,3,0,17,0,0,0,0,0,0,0,0,2,1
Email 4654,7,10,1,110,5,0,10,6,67,1,2,0,0,4,0,3,27,0,27,0,0,2,0,2,0,8,0,3,0
Email 4655,1,2,1,14,0,0,3,0,17,0,0,0,0,0,1,0,2,0,4,1,0,0,0,0,0,1,0,1,1
Email 4656,0,3,1,21,2,0,2,0,13,1,0,1,0,1,0,1,0,0,5,0,0,2,0,0,0,0,0,1,0
Email 4657,0,2,1,34,1,2,4,0,26,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,2,1
Email 4658,5,1,0,27,0,0,1,1,17,0,0,0,1,0,0,0,8,0,14,0,0,2,0,0,0,2,0,3,1
Email 4659,0,2,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0
Email 4660,5,1,4,22,1,0,5,1,13,0,1,0,1,0,0,0,9,0,5,0,0,1,0,0,0,1,0,1,0
Email 4661,1,0,0,7,1,0,2,0,10,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0
Email 4662,3,3,1,17,0,0,0,0,4,0,1,1,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0
Email 4663,2,4,0,21,1,1,5,0,25,0,0,0,2,0,0,0,3,0,11,0,2,1,0,0,0,1,0,1,0
Email 4664,3,5,3,20,0,0,1,0,8,0,2,0,2,1,0,0,9,0,17,0,0,0,0,1,0,0,0,0,0
Email 4665,5,1,0,39,3,0,1,0,29,1,0,0,4,1,0,0,6,0,12,0,0,0,0,0,0,2,0,2,1
Email 4666,18,19,6,140,8,1,12,5,111,4,5,1,1,3,0,2,31,0,63,0,2,5,0,0,0,7,0,13,0
Email 4667,5,21,11,126,5,0,6,3,63,1,0,3,11,0,0,0,19,1,36,0,0,2,0,2,0,6,0,3,0
Email 4668,0,0,0,18,0,0,3,1,17,0,1,1,0,0,1,0,2,0,7,0,0,0,0,0,0,2,0,0,1
Email 4669,4,13,10,87,4,0,5,2,48,1,0,2,5,0,0,0,11,1,25,0,0,1,0,2,0,3,0,1,0
Email 4670,13,34,15,211,6,2,8,4,100,1,0,7,16,0,0,1,37,1,61,0,0,2,1,4,0,9,0,5,0
Email 4671,9,11,5,73,14,0,18,8,80,9,2,3,3,3,1,0,24,1,33,1,0,1,0,3,0,18,0,14,0
Email 4672,41,38,6,202,0,6,19,10,162,0,13,3,3,0,0,0,73,0,64,0,0,3,0,1,0,17,0,11,0
Email 4673,8,3,1,38,3,0,4,0,41,2,1,1,0,1,0,0,14,0,17,0,0,1,0,0,0,1,0,6,0
Email 4674,12,17,12,95,17,0,16,7,111,13,6,5,6,5,2,0,26,1,49,1,0,1,0,3,0,20,0,18,0
Email 4675,2,4,0,28,0,1,4,0,26,0,1,0,1,0,0,0,5,0,8,0,0,1,0,0,0,2,0,1,1
Email 4676,9,5,2,51,4,0,5,0,52,2,1,2,0,1,0,0,16,0,23,0,0,2,0,1,0,2,0,8,0
Email 4677,0,2,1,36,0,1,5,0,29,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,1,1
Email 4678,2,3,1,20,3,0,3,0,16,0,0,1,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,2,1
Email 4679,5,6,3,46,2,0,0,0,14,0,1,3,0,0,0,1,6,0,9,0,0,1,0,1,0,0,0,0,0
Email 4680,3,2,1,11,2,0,3,1,9,0,0,1,2,0,0,0,4,0,4,0,0,1,0,0,0,1,0,1,1
Email 4681,4,2,2,18,1,0,0,0,5,0,1,0,0,0,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0
Email 4682,6,6,13,46,3,0,7,0,34,2,1,0,3,2,0,0,16,4,15,0,0,0,0,1,0,0,0,3,0
Email 4683,6,9,1,54,4,0,2,1,33,0,5,3,1,1,0,0,14,0,16,0,0,1,0,0,0,1,0,4,0
Email 4684,7,12,2,63,3,0,3,3,62,1,3,3,4,1,0,0,13,0,20,0,0,1,0,1,0,7,0,5,0
Email 4685,3,1,1,16,0,0,0,0,3,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0
Email 4686,0,6,0,39,2,1,9,5,31,0,1,0,0,1,0,0,13,0,10,0,0,0,0,0,0,8,0,1,0
Email 4687,3,6,0,38,1,0,1,0,34,0,1,1,0,1,0,0,5,0,15,0,0,0,0,0,0,0,0,3,1
Email 4688,13,41,15,245,6,2,8,4,116,1,0,9,19,0,0,4,40,1,66,0,0,2,1,4,0,9,0,5,0
Email 4689,0,1,1,25,0,0,1,0,22,0,3,1,0,0,0,0,4,0,14,0,0,1,0,0,0,3,0,0,1
Email 4690,10,7,1,44,2,1,7,3,55,0,1,2,2,2,0,1,15,0,11,0,0,0,0,2,0,4,0,2,0
Email 4691,18,10,12,180,5,0,10,2,115,2,5,2,4,4,0,2,31,0,41,0,0,5,0,3,0,2,0,8,0
Email 4692,2,0,2,14,1,0,0,0,5,0,0,0,0,2,1,0,4,0,10,0,0,0,0,1,0,0,0,1,0
Email 4693,2,0,1,10,0,0,2,0,9,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Email 4694,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Email 4695,2,4,1,29,1,0,4,1,28,0,1,1,0,1,2,0,6,0,11,0,0,0,0,1,0,2,0,0,0
Email 4696,2,3,0,11,0,0,0,0,10,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0
Email 4697,5,4,4,61,3,0,3,0,64,1,0,1,2,0,0,0,14,0,31,0,0,3,0,0,0,5,0,7,1
Email 4698,10,5,1,39,8,0,2,1,34,2,1,2,3,0,0,0,17,0,21,0,0,0,0,0,0,3,0,3,1
Email 4699,14,7,5,73,2,3,9,2,48,1,4,1,0,0,0,0,32,0,22,0,0,0,0,3,0,4,0,1,0
Email 4700,9,6,4,39,2,3,5,2,28,1,1,0,0,0,0,0,22,0,15,0,0,0,0,3,0,3,0,1,0
Email 4701,4,10,4,105,3,0,18,2,73,0,0,6,1,0,0,0,20,1,29,0,0,2,0,2,0,6,0,0,0
Email 4702,5,9,3,56,1,1,5,1,40,0,4,1,0,1,4,0,9,1,12,0,0,1,0,4,0,2,0,0,0
Email 4703,2,1,4,23,0,0,0,0,9,0,1,1,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Email 4704,2,5,2,24,1,0,6,2,19,0,1,0,4,0,0,0,8,0,18,0,0,0,0,2,0,2,0,1,0
Email 4705,6,12,7,142,3,0,22,2,88,0,1,9,5,0,0,0,26,1,33,0,0,2,0,3,0,7,0,0,0
Email 4706,58,33,13,284,1,0,24,8,236,0,11,2,2,0,0,0,85,1,74,0,0,8,0,0,0,15,0,4,0
Email 4707,5,4,2,44,3,0,4,0,25,0,3,0,0,2,0,1,10,0,18,0,0,0,0,0,0,0,1,3,0
Email 4708,4,11,2,74,16,1,5,1,48,9,3,4,3,1,0,0,9,0,45,0,0,0,0,3,0,1,0,12,0
Email 4709,25,26,1,105,15,0,21,1,108,3,2,1,8,3,0,0,35,0,48,5,2,2,0,4,0,2,0,5,0
Email 4710,1,4,1,22,3,0,2,1,17,1,0,0,0,0,1,1,6,0,13,0,0,0,0,0,0,1,0,1,0
Email 4711,4,4,4,51,3,3,6,4,31,0,0,2,0,1,3,0,13,0,32,0,0,0,0,2,0,4,0,3,0
Email 4712,1,0,0,5,1,0,0,0,4,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,1
Email 4713,4,6,4,75,3,3,10,6,45,0,0,4,1,1,3,0,18,0,45,0,0,0,0,2,0,6,0,6,0
Email 4714,11,19,9,176,3,0,7,1,179,0,1,3,0,0,6,0,21,0,60,0,1,8,0,4,0,5,0,6,1
Email 4715,2,0,1,16,1,0,0,0,8,1,0,3,1,0,0,0,3,0,6,0,0,0,0,0,0,1,0,1,1
Email 4716,11,15,13,72,7,7,8,3,60,3,2,3,2,1,6,0,19,1,38,0,0,1,0,0,0,9,0,5,0
Email 4717,12,8,5,74,2,3,6,2,44,1,1,3,0,1,0,0,26,0,21,0,0,0,0,3,0,3,0,1,0
Email 4718,40,28,12,260,24,4,20,4,250,10,6,8,6,0,0,0,55,1,100,0,0,6,0,3,0,10,0,12,0
Email 4719,7,5,6,35,3,1,2,1,30,1,0,0,0,3,0,0,10,0,16,1,0,0,0,1,0,1,1,4,0
Email 4720,8,8,4,59,6,3,10,1,66,1,2,1,3,0,1,0,15,0,28,0,0,2,0,0,0,5,0,7,1
Email 4721,0,0,0,5,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 4722,2,4,0,11,3,0,0,0,10,2,1,3,0,0,0,0,6,0,5,1,0,1,0,0,0,2,0,2,1
Email 4723,6,5,9,85,5,1,1,0,26,0,0,1,0,2,0,0,12,3,24,0,0,1,0,4,0,1,0,1,0
Email 4724,31,26,7,232,4,6,26,7,246,3,5,13,24,0,5,0,52,0,80,0,0,5,0,0,0,12,0,21,1
Email 4725,1,2,1,17,1,0,2,0,15,0,1,1,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0,1,1
Email 4726,10,12,4,87,2,0,2,1,51,0,6,3,1,0,0,0,17,0,21,0,0,0,0,1,0,5,0,1,0
Email 4727,2,0,0,25,0,0,0,0,20,0,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,3,0,0,1
Email 4728,3,3,0,25,0,0,0,0,17,0,2,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0
Email 4729,4,5,1,46,2,0,6,1,45,0,1,2,0,2,3,0,10,0,16,0,0,0,0,1,0,3,0,1,0
Email 4730,2,3,0,12,3,0,1,1,11,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,1,0,1,0
Email 4731,9,11,6,123,21,1,4,0,99,12,5,1,14,2,0,0,17,0,56,2,0,0,0,8,0,5,0,20,0
Email 4732,10,12,3,74,0,0,3,0,41,0,5,2,0,0,0,0,16,0,18,0,0,1,0,0,0,5,0,0,0
Email 4733,16,8,4,67,4,2,13,1,82,2,4,1,3,0,0,0,27,0,27,0,0,1,0,0,0,3,0,6,1
Email 4734,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Email 4735,2,0,1,31,0,2,0,0,20,0,3,1,2,0,1,0,5,0,9,0,0,0,0,0,0,3,0,2,1
Email 4736,4,3,1,14,0,0,2,0,3,0,2,1,0,1,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0
Email 4737,11,16,11,112,7,2,13,6,106,4,1,2,16,3,2,0,22,0,50,1,1,2,0,0,0,7,0,8,1
Email 4738,3,7,1,65,6,0,4,3,34,1,2,1,1,1,0,0,15,0,22,0,0,0,0,1,0,5,0,1,0
Email 4739,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Email 4740,12,12,7,97,5,0,8,0,77,1,3,5,2,0,0,0,24,0,41,0,0,3,0,3,0,9,0,14,1
Email 4741,11,9,5,73,6,0,7,0,81,1,3,2,5,0,0,0,22,0,30,0,0,1,0,0,0,7,0,13,1
Email 4742,4,11,3,81,6,1,4,1,66,4,6,2,1,1,2,0,10,1,36,0,0,1,0,2,0,1,0,7,0
Email 4743,7,7,5,52,7,0,4,1,37,3,0,1,5,0,0,0,9,0,18,0,0,0,0,1,0,3,0,6,1
Email 4744,13,10,21,136,4,0,21,2,112,1,2,5,7,6,0,4,29,4,28,0,0,8,0,0,0,3,0,3,0
Email 4745,0,1,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
Email 4746,0,0,1,9,1,0,1,0,12,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1
Email 4747,0,1,1,9,0,0,0,0,4,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
Email 4748,1,4,0,35,1,0,0,0,42,1,2,2,12,0,0,0,4,0,14,0,0,0,0,2,0,2,0,2,0
Email 4749,2,3,1,32,6,1,5,0,26,0,1,1,0,0,0,0,8,0,11,0,0,1,0,0,0,3,0,1,1
Email 4750,15,41,20,267,6,4,13,6,136,1,2,10,19,1,0,1,44,2,72,0,0,2,1,5,0,11,0,5,0
Email 4751,7,15,7,98,21,1,9,5,77,11,8,1,13,1,1,0,22,0,50,1,0,0,0,3,0,13,0,17,0
Email 4752,0,1,0,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0
Email 4753,0,1,0,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0
Email 4754,2,1,1,52,2,0,8,2,47,1,0,2,1,0,0,0,8,0,19,0,0,1,0,0,0,9,0,1,1
Email 4755,3,4,3,14,6,0,2,0,11,1,1,0,1,0,0,0,5,0,14,0,0,0,0,0,0,1,0,1,1
Email 4756,5,6,3,28,5,0,3,1,31,2,0,1,2,2,2,1,11,1,19,0,0,2,0,0,0,1,0,2,0
Email 4757,12,15,6,136,17,5,12,4,92,10,10,3,1,3,0,0,28,0,67,1,0,1,0,11,0,4,0,14,0
Email 4758,13,9,6,91,3,3,8,3,52,1,1,5,0,2,0,0,29,0,25,0,0,0,0,4,0,4,0,1,0
Email 4759,0,3,0,4,1,0,1,1,8,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,2,0,1,0
Email 4760,11,9,8,152,2,1,10,2,89,1,2,6,4,2,0,0,24,1,28,0,0,4,0,3,0,8,0,2,0
Email 4761,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Email 4762,0,4,1,20,3,1,1,0,25,2,0,2,3,0,1,0,2,0,14,0,0,3,0,0,0,5,0,3,0
Email 4763,18,10,3,73,3,7,12,5,68,0,10,1,2,0,8,0,30,0,24,0,0,0,0,0,0,10,0,2,0
Email 4764,1,10,4,45,15,0,5,1,45,9,3,0,6,1,1,0,5,1,31,0,0,1,0,0,0,7,0,10,0
Email 4765,2,4,1,22,1,2,6,2,18,0,1,0,1,1,0,0,7,0,11,0,0,0,0,0,0,2,0,1,0
